Ad group report
"October 1, 2016 - September 16, 2026"
Ad group status,Ad group,Campaign,Currency code,Default max. CPC,Target CPA,Status,Status reasons,Ad group type,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Brand Inclusions,Locations of interest,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Paused,C_SP_Pedreira,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.93,"9,322","1,895",20.33%,0.07,129.82,[],[],0.00,0,0.00,4.96%,94.00,1.38
Enabled,C_CE_Aquiraz,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,15.08,"10,597","1,687",15.92%,0.09,159.83,[],[],0.00,0,0.00,18.02%,304.00,0.53
Enabled,C_SP_Indiana,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Tuiuti,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.57,327,42,12.84%,0.04,1.82,[],[],0.00,0,0.00,11.90%,5.00,0.36
Enabled,E_Minas Gerais,Cat_to_URL,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_AL_Maceio,Cat_to_URL,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,E_Pernambuco,Cat_to_URL,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Iporanga,Teste Ordenação 50% 2018-06-13,BRL,0.16 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.77,672,52,7.74%,0.07,3.88,[],[],0.00,0,0.00,1.92%,1.00,3.88
Enabled,C_SP_Campos Novos Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Nova Canaa Paulista,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Avare,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,2.60,"36,627","3,929",10.73%,0.02,95.21,[],[],0.00,0,0.00,3.49%,137.00,0.69
Paused,C_MS_Campo Grande,DSA_VivaReal_ Geral,BRL, --,0.52,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,9.31,"1,790,156","284,029",15.87%,0.06,16668.64,[],[],0.00,0,0.00,7.64%,"21,703.00",0.77
Paused,C_SP_Ribeirao Corrente,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,10.00,4,1,25.00%,0.04,0.04,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Ribeira,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,2.86,42,2,4.76%,0.06,0.12,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Assis,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,1.28,86,2,2.33%,0.06,0.11,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Igarata,Teste Ordenação 10% 2018-06-04,BRL,0.13 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.67,30,1,3.33%,0.02,0.02,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Florida Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Mairipora,Teste Ordenação 10% 2018-06-04,BRL,0.17 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.50,80,11,13.75%,0.04,0.44,[],[],0.00,0,0.00,36.36%,4.00,0.11
Paused,C_SP_Monteiro Lobato,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.33,"7,141","1,454",20.36%,0.06,88.04,[],[],0.00,0,0.00,6.33%,92.00,0.96
Paused,C_SP_Pirajui,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,4.01,"2,923",463,15.84%,0.03,11.71,[],[],0.00,0,0.00,4.97%,23.00,0.51
Enabled,C_SP_Pedregulho,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,4.09,22,4,18.18%,0.02,0.09,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Pederneiras,Teste Ordenação 50% 2018-06-13,BRL,0.01 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Pariquera-Acu,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.57,176,20,11.36%,0.09,1.86,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Santa Mercedes,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Aracoiaba da Serra,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,9.47,"136,012","23,565",17.33%,0.05,1288.03,[],[],0.00,0,0.00,8.84%,"2,084.00",0.62
Paused,C_SP_Aguas da Prata,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,17.59,"12,468","2,963",23.76%,0.07,219.32,[],[],0.00,0,0.00,1.86%,55.00,3.99
Paused,C_MG_Sete Lagoas,DSA_VivaReal_ Geral,BRL, --,0.48,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.67,"446,727","77,622",17.38%,0.07,5661.48,[],[],0.00,0,0.00,9.69%,"7,522.00",0.75
Enabled,Aluguel,senbgeralr_gg_pc_bg_ld_ao_wb_re_vr_pf,BRL, --,3.30,Eligible,unknown,Standard,BRL,56.46,"16,886,544","3,433,927",20.34%,0.28,953402.91,[],[],0.00,0,0.00,10.69%,"367,036.12",2.60
Enabled,C_RJ_Trajano de Morais,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_DF_Guara,Teste Ordenação 50% 2018-06-13,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,7.02,"11,450","1,325",11.57%,0.06,80.35,[],[],0.00,0,0.00,10.26%,136.00,0.59
Paused,C_SP_Manduri,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,10.42,24,4,16.67%,0.06,0.25,[],[],0.00,0,0.00,25.00%,1.00,0.25
Paused,C_SP_Ribeirao Grande,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.69,"1,246",256,20.55%,0.06,14.56,[],[],0.00,0,0.00,0.78%,2.00,7.28
Enabled,E_Espirito Santo,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,4.17,"9,701","1,234",12.72%,0.03,40.45,[],[],0.00,0,0.00,4.78%,59.00,0.69
Enabled,C_SC_Biguaçu,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,14.10,"9,270","1,904",20.54%,0.07,130.71,[],[],0.00,0,0.00,13.18%,251.00,0.52
Enabled,C_SP_Arealva,Teste Ordenação 50% 2018-06-13,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,18.72,407,118,28.99%,0.06,7.62,[],[],0.00,0,0.00,7.63%,9.00,0.85
Enabled,C_SP_Divinolandia,Teste Ordenação 10% 2018-06-04,BRL,0.19 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Sao Simao,Teste Ordenação 50% 2018-06-13,BRL,0.04 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.00,26,6,23.08%,0.02,0.13,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_RJ_Tres Rios,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,8.40,81,15,18.52%,0.05,0.68,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Rincao,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.74,"1,102",245,22.23%,0.06,15.14,[],[],0.00,0,0.00,6.12%,15.00,1.01
Paused,C_SP_Dolcinopolis,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Google_Discovery_Ampla,VivaReal_Google_Trafego_Discovery_AON_BR,BRL, --, --,Not eligible,campaign paused; unknown, --,BRL,36.29,"659,484","34,062",5.16%,0.70,23934.78,[],[],0.00,0,0.00,1.85%,629.00,38.05
Enabled,C_RJ_Rio Claro,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,6.67,39,6,15.38%,0.04,0.26,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Itajobi,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,6,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Pindamonhangaba,Teste Ordenação 50% 2018-06-13,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,17.87,"8,346","2,100",25.16%,0.07,149.18,[],[],0.00,0,0.00,10.38%,218.00,0.68
Enabled,C_SP_Suzano,Teste Ordenação 50% 2018-06-13,BRL,0.16 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,12.89,"21,428","4,063",18.96%,0.07,276.18,[],[],0.00,0,0.00,13.81%,561.00,0.49
Enabled,C_SP_Sao Bernardo do Campo,Teste Ordenação 10% 2018-06-04,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,7.11,615,90,14.63%,0.05,4.37,[],[],0.00,0,0.00,12.22%,11.00,0.40
Enabled,C_PR_Campo Largo,Teste Ordenação 50% 2018-06-13,BRL,0.07 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.23,"5,648",867,15.35%,0.06,52.11,[],[],0.00,0,0.00,6.46%,56.00,0.93
Enabled,C_SP_Nova Granada,Teste Ordenação 50% 2018-06-13,BRL,0.16 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,16.41,290,65,22.41%,0.07,4.76,[],[],0.00,0,0.00,4.62%,3.00,1.59
Enabled,C_SP_Iaras,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santa Lucia,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Boraceia,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,6.70,"7,907","1,301",16.45%,0.04,52.98,[],[],0.00,0,0.00,3.00%,39.00,1.36
Enabled,C_SP_Santa Ernestina,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Marilia,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,10.57,"15,176","3,037",20.01%,0.05,160.45,[],[],0.00,0,0.00,10.37%,315.00,0.51
Enabled,C_SP_Taubate,Cat_to_URL,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Galia,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,18.53,34,8,23.53%,0.08,0.63,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Sao Jose da Bela Vista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Mirassolandia,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,20.40,223,69,30.94%,0.07,4.55,[],[],0.00,0,0.00,8.70%,6.00,0.76
Paused,C_SP_Oscar Bressane,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Mirante do Paranapanema,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Paraibuna,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,2.92,113,12,10.62%,0.03,0.33,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Redencao da Serra,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,3.57,42,6,14.29%,0.03,0.15,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Sales Oliveira,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Igaracu do Tiete,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.12,43,8,18.60%,0.03,0.22,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_BA_Feira de Santana,Cat_to_URL,BRL,0.13 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Fernao,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,4,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Ilha Solteira,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,3,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RN_Natal,Teste Ordenação 50% 2018-06-13,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,20.55,"56,330","15,168",26.93%,0.08,1157.52,[],[],0.00,0,0.00,14.47%,"2,195.00",0.53
Enabled,C_SP_Moncoes,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Rio de Janeiro,Exp_DSA_RJ,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_RJ_Itatiaia,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.92,"36,207","7,370",20.36%,0.04,286.81,[],[],0.00,0,0.00,6.16%,454.00,0.63
Paused,C_SP_Jaguariuna,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,19.27,"95,011","20,886",21.98%,0.09,1831.04,[],[],0.00,0,0.00,10.28%,"2,148.00",0.85
Enabled,C_SP_Tupi Paulista,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,3.53,17,1,5.88%,0.06,0.06,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Dracena,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Mogi Mirim,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,9.83,"2,702",577,21.35%,0.05,26.55,[],[],0.00,0,0.00,9.19%,53.00,0.50
Enabled,C_SP_Trabiju,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Ituverava,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,B2B_Vender_Casas,SEM_B2B,BRL,0.50 (enhanced), --,Not eligible,campaign paused,Standard,BRL,78.43,"18,910","1,881",9.95%,0.79,1483.07,[],[],0.00,0,0.00,2.82%,53.00,27.98
Paused,Imóveis Usados - Produto,Exp_DSA_RJ,BRL,0.12 (enhanced), --,Paused,ad group paused; campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,E_Santa Catarina,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,9.22,"5,645,570","958,636",16.98%,0.05,52058.44,[],[],0.00,0,0.00,5.98%,"57,320.00",0.91
Enabled,C_SP_Tabapua,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Araruama,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,7.08,"8,895","1,543",17.35%,0.04,62.95,[],[],0.00,0,0.00,6.35%,98.00,0.64
Enabled,C_SP_Guaimbe,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RS_Sapucaia do Sul,Teste Ordenação 50% 2018-06-13,BRL,0.15 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.53,"6,532","1,454",22.26%,0.05,68.80,[],[],0.00,0,0.00,12.86%,187.00,0.37
Enabled,C_SP_Inubia Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Jales,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,6.98,984,76,7.72%,0.09,6.87,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Sao Jose da Bela Vista,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.17,63,19,30.16%,0.04,0.83,[],[],0.00,0,0.00,10.53%,2.00,0.42
Enabled,Genérica (phrase),SEM_iBuyer,BRL,0.70, --,Not eligible,most ads disapproved; campaign paused,Standard,BRL,167.10,933,142,15.22%,1.10,155.90,[],[],0.00,0,0.00,7.04%,10.00,15.59
Enabled,C_SP_Bom Jesus dos Perdoes,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,7.27,972,188,19.34%,0.04,7.07,[],[],0.00,0,0.00,12.23%,23.00,0.31
Enabled,C_SP_Avai,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,Teste_Condomínios,DSA_VivaReal_ Geral,BRL, --,0.65,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.41,"9,056","1,189",13.13%,0.06,67.09,[],[],0.00,0,0.00,12.62%,150.00,0.45
Paused,C_RS_Torres,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.60,"448,210","55,972",12.49%,0.06,3406.62,[],[],0.00,0,0.00,7.81%,"4,371.00",0.78
Enabled,C_SP_Piracicaba,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,22.53,"36,105","8,341",23.10%,0.10,813.42,[],[],0.00,0,0.00,19.47%,"1,624.00",0.50
Enabled,C_SP_Guaira,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,41,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_BA_Salvador,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,16.52,"189,475","37,217",19.64%,0.08,3129.82,[],[],0.00,0,0.00,17.06%,"6,349.00",0.49
Enabled,C_SP_Igarapava,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,12.00,10,2,20.00%,0.06,0.12,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Torre de Pedra,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_MG_Vespasiano,DSA_VivaReal_ Geral,BRL, --,0.44,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,20.91,"228,194","54,179",23.74%,0.09,4771.49,[],[],0.00,0,0.00,12.67%,"6,865.00",0.70
Paused,C_RS_Campo Bom,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.56,"208,481","40,325",19.34%,0.07,2826.19,[],[],0.00,0,0.00,10.06%,"4,055.00",0.70
Paused,C_MG_Governador Valadares,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.69,"181,978","34,883",19.17%,0.07,2309.41,[],[],0.00,0,0.00,10.01%,"3,492.00",0.66
Paused,C_SP_Urupes,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,16.49,"2,820",668,23.69%,0.07,46.50,[],[],0.00,0,0.00,2.25%,15.00,3.10
Enabled,C_SC_Blumenau,Cat_to_URL,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Barra Mansa,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,20.68,"9,119","2,493",27.34%,0.08,188.58,[],[],0.00,0,0.00,4.49%,112.00,1.68
Enabled,C_SC_Criciuma,Teste Ordenação 10% 2018-06-04,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.02,337,75,22.26%,0.04,3.04,[],[],0.00,0,0.00,14.67%,11.00,0.28
Enabled,C_CE_Caucaia,Teste Ordenação 50% 2018-06-13,BRL,0.17 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,14.32,"16,733","4,119",24.62%,0.06,239.63,[],[],0.00,0,0.00,8.74%,360.00,0.67
Paused,C_SP_Inubia Paulista,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,17.91,43,8,18.60%,0.10,0.77,[],[],0.00,0,0.00,12.50%,1.00,0.77
Paused,C_RJ_Casimiro de Abreu,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Teste Grupo Geral,DSA - Imobiliárias Minisite,BRL,0.05 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Itabera,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,14,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Emilianopolis,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_BA_Porto Seguro,Teste Ordenação 50% 2018-06-13,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.61,"8,047","1,652",20.53%,0.03,45.16,[],[],0.00,0,0.00,4.90%,81.00,0.56
Paused,C_SP_Rio Claro,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,7.49,"26,808","3,063",11.43%,0.07,200.83,[],[],0.00,0,0.00,8.46%,259.00,0.78
Enabled,C_SP_Louveira,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,18.44,"5,167","1,390",26.90%,0.07,95.26,[],[],0.00,0,0.00,12.81%,178.00,0.54
Enabled,C_SP_Tapirai,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.76,59,8,13.56%,0.04,0.34,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Santa Albertina,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
