Ad group report
"October 1, 2016 - September 16, 2026"
Ad group status,Ad group,Campaign,Currency code,Default max. CPC,Target CPA,Status,Status reasons,Ad group type,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Brand Inclusions,Locations of interest,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,C_SP_Dolcinopolis,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RS_Canoas,Teste Ordenação 10% 2018-06-04,BRL,0.17 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,11.91,653,156,23.89%,0.05,7.78,[],[],0.00,0,0.00,11.54%,18.00,0.43
Enabled,C_SP_Ibate,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Promissao,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,5.62,"5,547",679,12.24%,0.05,31.16,[],[],0.00,0,0.00,2.06%,14.00,2.23
Enabled,Minha Casa Minha Vida,senbcompramcmvbr_gg_pc_bg_lc_ao_wb_re_vr_pf,BRL, --,3.15,Eligible,unknown,Standard,BRL,50.38,"1,115,273","199,939",17.93%,0.28,56181.95,[],[],0.00,0,0.00,7.16%,"14,317.75",3.92
Enabled,C_SC_Balneario Camboriu,Teste Ordenação 50% 2018-06-13,BRL,0.14 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.89,"26,238","3,881",14.79%,0.04,154.46,[],[],0.00,0,0.00,8.58%,333.00,0.46
Enabled,C_SP_Ibitinga,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,17.00,40,8,20.00%,0.09,0.68,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Itatiba,Teste_Migração_Campinas,BRL,0.06 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,19.80,"145,008","29,629",20.43%,0.10,2871.70,[],[],0.00,0,0.00,10.64%,"3,152.00",0.91
Paused,C_SP_Itapura,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.28,58,11,18.97%,0.07,0.77,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Votuporanga,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,15.51,"16,161","2,292",14.18%,0.11,250.73,[],[],0.00,0,0.00,4.23%,97.00,2.58
Paused,C_SP_Nova Guataporanga,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,30.00,7,3,42.86%,0.07,0.21,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Araraquara,DSA_VivaReal_ Geral,BRL, --,0.45,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,15.18,"577,171","101,190",17.53%,0.09,8760.75,[],[],0.00,0,0.00,11.82%,"11,959.00",0.73
Enabled,C_AM_Manaus,Teste Ordenação 50% 2018-06-13,BRL,0.14 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,8.09,"21,599","3,427",15.87%,0.05,174.64,[],[],0.00,0,0.00,6.94%,238.00,0.73
Enabled,C_SP_Santa Gertrudes,Teste Ordenação 50% 2018-06-13,BRL,0.02 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,1.25,8,1,12.50%,0.01,0.01,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Euclides da Cunha Paulista,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Auriflama,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Urupes,Teste Ordenação 10% 2018-06-04,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SC_Chapeco,Teste Ordenação 10% 2018-06-04,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,4.14,215,24,11.16%,0.04,0.89,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,Goiás,Exp_DSA_RJ,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,Sites de Concorrentes por Conteúdo,GSP_B2B,BRL,0.35 (enhanced), --,Paused,ad group paused; campaign paused,Display,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Alambari,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,17.19,"4,847","1,027",21.19%,0.08,83.32,[],[],0.00,0,0.00,4.67%,48.00,1.74
Enabled,geral_aluguel,teste,BRL, --,0.72,Not eligible,campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Venda_Apartamento,SEM_Compra_Genérico,BRL, --,1.80,Not eligible,campaign paused; unknown,Standard,BRL,20.60,"706,987","39,073",5.53%,0.37,14562.69,[],[],0.00,0,0.00,20.44%,"7,986.23",1.82
Enabled,C_SP_Itai,Teste Ordenação 10% 2018-06-04,BRL,0.03 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Santo Antonio de Padua,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Barra do Pirai,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_PR_Londrina,Teste Ordenação 10% 2018-06-04,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,6.57,757,94,12.42%,0.05,4.97,[],[],0.00,0,0.00,9.57%,9.00,0.55
Paused,C_SP_Ribeirao Bonito,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,22.36,"2,267",692,30.52%,0.07,50.70,[],[],0.00,0,0.00,2.89%,20.00,2.54
Enabled,C_SP_Arealva,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.36,153,26,16.99%,0.03,0.82,[],[],0.00,0,0.00,3.85%,1.00,0.82
Enabled,C_SP_Magda,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santa Barbara D'Oeste,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,27.07,"2,301",633,27.51%,0.10,62.29,[],[],0.00,0,0.00,13.74%,87.00,0.72
Enabled,C_SP_Suzanapolis,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Sao Sebastiao da Grama,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,27.50,44,12,27.27%,0.10,1.21,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_RJ_Paraiba do Sul,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Tiete,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,25.33,15,5,33.33%,0.08,0.38,[],[],0.00,0,0.00,20.00%,1.00,0.38
Enabled,C_SP_Eldorado,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Louveira,Teste Ordenação 10% 2018-06-04,BRL,0.18 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.43,35,9,25.71%,0.04,0.33,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Tambau,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,26.84,57,14,24.56%,0.11,1.53,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Piraju,Teste Ordenação 50% 2018-06-13,BRL,0.01 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,1,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Cotia,Teste Ordenação 10% 2018-06-04,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,4.27,96,14,14.58%,0.03,0.41,[],[],0.00,0,0.00,7.14%,1.00,0.41
Paused,C_SP_Bebedouro,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.30,"2,555",325,12.72%,0.10,31.43,[],[],0.00,0,0.00,5.23%,17.00,1.85
Paused,C_SP_Mogi das cruzes,DSA_VivaReal_ Geral,BRL, --,0.54,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,23.41,"2,524,413","530,588",21.02%,0.11,59097.38,[],[],0.00,0,0.00,14.20%,"75,335.00",0.78
Paused,C_SP_Anhembi,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.61,"2,439",506,20.75%,0.06,28.31,[],[],0.00,0,0.00,3.75%,19.00,1.49
Paused,C_SP_Nantes,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Italva,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Santa Mercedes,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Zacarias,Teste Ordenação 50% 2018-06-13,BRL,0.16 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,24.38,89,24,26.97%,0.09,2.17,[],[],0.00,0,0.00,4.17%,1.00,2.17
Enabled,C_SP_Sao Joao do Pau D'Alho,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Orindiuva,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,19.09,11,3,27.27%,0.07,0.21,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,All Webpages,DSA_VivaReal_ Geral,BRL, --,0.52,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,9.37,"8,335,011","1,264,811",15.17%,0.06,78087.50,[],[],0.00,0,0.00,8.05%,"101,821.00",0.77
Paused,C_SP_Piedade,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,10.80,"4,626",675,14.59%,0.07,49.95,[],[],0.00,0,0.00,6.22%,42.00,1.19
Enabled,C_SP_Vinhedo_RC #2,Teste_Migração_Campinas,BRL,0.04 (enhanced), --,Not eligible,campaign paused; unknown,Dynamic,BRL,10.97,"222,060","39,776",17.91%,0.06,2434.89,[],[],0.00,0,0.00,6.40%,"2,547.00",0.96
Enabled,C_SP_Iaras,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Osvaldo Cruz,Teste Ordenação 50% 2018-06-13,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,8.50,153,27,17.65%,0.05,1.30,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Iguape,Teste Ordenação 50% 2018-06-13,BRL,0.01 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,2,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Pradopolis,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,28.33,6,2,33.33%,0.09,0.17,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Palmital,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,6.36,11,1,9.09%,0.07,0.07,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Joao Ramalho,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Sao Joaquim da Barra,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,10.99,"8,783","1,296",14.76%,0.07,96.51,[],[],0.00,0,0.00,1.85%,24.00,4.02
Enabled,C_RJ_Silva Jardim,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.35,99,21,21.21%,0.03,0.53,[],[],0.00,0,0.00,9.52%,2.00,0.27
Enabled,C_SP_Dumont,Teste Ordenação 50% 2018-06-13,BRL,0.16 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,21.21,231,62,26.84%,0.08,4.90,[],[],0.00,0,0.00,9.68%,6.00,0.82
Enabled,C_RJ_Rio de Janeiro,Teste Ordenação 50% 2018-06-13,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.86,"522,426","96,136",18.40%,0.06,5675.13,[],[],0.00,0,0.00,9.70%,"9,327.00",0.61
Enabled,C_SP_Avare,Teste Ordenação 10% 2018-06-04,BRL,0.03 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,6,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Aracoiaba da Serra,Teste Ordenação 10% 2018-06-04,BRL,0.05 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,3.06,36,5,13.89%,0.02,0.11,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,Venda_Apto,SEM - Compra_SP,BRL, --,1.65,Not eligible,campaign paused; unknown,Standard,BRL,21.25,"164,492","7,535",4.58%,0.46,3496.11,[],[],0.00,0,0.00,26.28%,"1,980.27",1.77
Enabled,C_SP_Itariri,Teste Ordenação 10% 2018-06-04,BRL,0.07 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,5,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Platina,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Google_DSA_Geral_Compra,dsacompra24br_gg_se_bg_lc_ao_wb_re_vr_pf,BRL, --,0.90,Not eligible,campaign paused; unknown,Dynamic,BRL,111.93,"196,952","47,383",24.06%,0.47,22045.40,[],[],0.00,0,0.00,5.07%,"2,400.98",9.18
Enabled,C_PR_Foz do Iguacu,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,13.91,"24,305","5,298",21.80%,0.06,338.08,[],[],0.00,0,0.00,12.63%,669.00,0.51
Enabled,C_SP_Salto,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,15.37,"13,480","3,043",22.57%,0.07,207.18,[],[],0.00,0,0.00,12.78%,389.00,0.53
Enabled,C_SP_Alambari,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,19.05,243,58,23.87%,0.08,4.63,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_CE_Eusebio,Teste Ordenação 50% 2018-06-13,BRL,0.18 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,10.99,"5,638","1,036",18.38%,0.06,61.96,[],[],0.00,0,0.00,13.22%,137.00,0.45
Enabled,C_SP_Macatuba,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,2,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Queimados,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.67,61,12,19.67%,0.05,0.59,[],[],0.00,0,0.00,8.33%,1.00,0.59
Enabled,C_SP_Sertaozinho,Teste Ordenação 10% 2018-06-04,BRL,0.21 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,9.64,112,27,24.11%,0.04,1.08,[],[],0.00,0,0.00,7.41%,2.00,0.54
Enabled,C_SP_Aparecida,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,4.56,471,60,12.74%,0.04,2.15,[],[],0.00,0,0.00,10.00%,6.00,0.36
Enabled,C_SP_Araraquara,Cat_to_URL,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Niteroi,Teste Ordenação 50% 2018-06-13,BRL,0.13 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,15.18,"96,271","21,706",22.55%,0.07,1461.72,[],[],0.00,0,0.00,12.07%,"2,620.00",0.56
Enabled,C_SP_Piedade,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,24.88,86,19,22.09%,0.11,2.14,[],[],0.00,0,0.00,5.26%,1.00,2.14
Enabled,C_SP_Matao,Teste Ordenação 50% 2018-06-13,BRL,0.02 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,5,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Pedregulho,Teste Ordenação 50% 2018-06-13,BRL,0.08 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,6.17,81,13,16.05%,0.04,0.50,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Embu das Artes,Teste Ordenação 10% 2018-06-04,BRL,0.04 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,1.90,42,2,4.76%,0.04,0.08,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Brotas,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,12.49,"31,563","7,208",22.84%,0.05,394.34,[],[],0.00,0,0.00,6.26%,451.00,0.87
Paused,C_SP_Pariquera-Acu,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,15.56,"3,748",692,18.46%,0.08,58.31,[],[],0.00,0,0.00,0.87%,6.00,9.72
Enabled,C_SP_Lorena,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,3.58,868,79,9.10%,0.04,3.11,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_SP_Queluz,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Espirito Santo do Pinhal,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,4.80,98,16,16.33%,0.03,0.47,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_CE_Fortaleza,Cat_to_URL,BRL,0.12 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,E_São Paulo,Teste Ordenação 10% 2018-06-04,BRL,0.10 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,15.36,"1,842",290,15.74%,0.10,28.29,[],[],0.00,0,0.00,18.28%,53.00,0.53
Enabled,C_MG_Sabara,Teste Ordenação 10% 2018-06-04,BRL,0.11 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,5.50,60,13,21.67%,0.03,0.33,[],[],0.00,0,0.00,7.69%,1.00,0.33
Enabled,C_SP_Regente Feijo,Teste Ordenação 10% 2018-06-04,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0.00,3,0,0.00%,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Sao Sebastiao,Teste Ordenação 10% 2018-06-04,BRL,0.06 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,2.50,88,12,13.64%,0.02,0.22,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,Viva_All_Pages,DSA_Aluguel,BRL, --,1.08,Not eligible,campaign paused; unknown,Dynamic,BRL,33.40,"167,088,639","28,137,744",16.84%,0.20,5580374.46,[],[],0.00,0,0.00,13.98%,"3,934,593.13",1.42
Enabled,google_dsa_geral_compra,dsacomprasa360sp_gg_pc_bg_lc_ao_wb_re_vr_pf,BRL, --,0.74,Not eligible,campaign paused; unknown,Dynamic,BRL,35.83,"2,168,162","440,117",20.30%,0.18,77691.99,[],[],0.00,0,0.00,26.30%,"115,750.87",0.67
Enabled,Jundiaí,Exp_DSA_RJ,BRL,0.15 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Boituva,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,15.07,"9,906","2,383",24.06%,0.06,149.26,[],[],0.00,0,0.00,10.37%,247.00,0.60
Enabled,C_SC_Brusque,Teste Ordenação 10% 2018-06-04,BRL,0.09 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,20.48,333,93,27.93%,0.07,6.82,[],[],0.00,0,0.00,16.13%,15.00,0.45
Enabled,C_SP_Guararema,Teste Ordenação 50% 2018-06-13,BRL,0.05 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,12.14,"2,155",552,25.61%,0.05,26.16,[],[],0.00,0,0.00,6.70%,37.00,0.71
Enabled,C_SP_Uru,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Comendador Levy Gasparian,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_RJ_Cachoeiras de Macacu,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Paused,C_SP_Itapevi,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,11.30,"328,226","53,903",16.42%,0.07,3708.58,[],[],0.00,0,0.00,9.31%,"5,021.00",0.74
Enabled,C_SP_Fartura,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,5.71,28,4,14.29%,0.04,0.16,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,C_SP_Sao Jose dos Campos #old,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Paused,ad group paused; campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_SP_Vitoria Brasil,DSA_VivaReal_Geral - tCPA,BRL, --,0.50,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,C_RJ_Mesquita,Teste Ordenação 50% 2018-06-13,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,21.81,"9,129","2,736",29.97%,0.07,199.07,[],[],0.00,0,0.00,8.99%,246.00,0.81
Enabled,C_PR_Piraquara,Teste Ordenação 50% 2018-06-13,BRL,0.19 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,19.54,"5,959","1,579",26.50%,0.07,116.44,[],[],0.00,0,0.00,12.73%,201.00,0.58
Enabled,C_MG_Brumadinho,Teste Ordenação 10% 2018-06-04,BRL,0.03 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,3.33,9,2,22.22%,0.02,0.03,[],[],0.00,0,0.00,0.00%,0.00,0.00
Enabled,C_RJ_Cordeiro,Teste Ordenação 10% 2018-06-04,BRL,0.20 (enhanced), --,Not eligible,campaign ended; unknown,Dynamic,BRL,0,0,0, --,0,0.00,[],[],0.00,0,0,0.00%,0.00,0.00
Enabled,Venda_Casa,SEM - Compra_SP,BRL, --,1.65,Not eligible,campaign paused; unknown,Standard,BRL,28.29,"975,274","68,808",7.06%,0.40,27593.38,[],[],0.00,0,0.00,20.62%,"14,188.02",1.94
Paused,C_SP_Amparo,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,13.04,"20,423","2,866",14.03%,0.09,266.32,[],[],0.00,0,0.00,3.45%,99.00,2.69
Paused,C_SP_Monte Castelo,DSA_VivaReal_ Geral,BRL, --,0.38,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,15.00,4,1,25.00%,0.06,0.06,[],[],0.00,0,0.00,0.00%,0.00,0.00
Paused,E_Minas Gerais,DSA_VivaReal_ Geral,BRL, --,0.52,Paused,ad group paused; campaign paused; unknown,Dynamic,BRL,8.10,"6,009,194","1,032,654",17.18%,0.05,48701.04,[],[],0.00,0,0.00,5.42%,"55,995.00",0.87
