Search keyword report
"October 1, 2016 - September 16, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Enabled,[como anunciar um imovel na internet],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +imóveis,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,3.30 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,116.78,"4,219",359,8.51%,1.37,492.68,5.57%,20.00,24.63
Enabled,[tabela de preço anuncios feitos no site de venda imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[melhores sites de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,258.18,11,1,9.09%,2.84,2.84,0.00%,0.00,0.00
Enabled,[anunciar imovel para alugar],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.50 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,142.59,58,8,13.79%,1.03,8.27,0.00%,0.00,0.00
Enabled,[custo de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""melhor site para anuncio de imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +corretor,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.68 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,177.50,8,1,12.50%,1.42,1.42,0.00%,0.00,0.00
Enabled,[quais são os melhores sites de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[planos para anunciar imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anuncie +imóvel,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,3.19 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,140.92,"2,049",179,8.74%,1.61,288.74,5.59%,10.00,28.87
Enabled,[melhor site de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +imóvel,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,3.31 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,121.85,"8,790",727,8.27%,1.47,1071.09,7.84%,57.00,18.79
Enabled,[anunciar vendas de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar imoveis no viva pro],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""sites para anunciar imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[anúncio imóvel],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,171.85,157,22,14.01%,1.23,26.98,9.09%,2.00,13.49
Enabled,[site para anuncio de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled, +anúncios +imóvel,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[zap imoveis anunciar],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,low quality; campaign paused,BRL,2.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,113.81,42,3,7.14%,1.59,4.78,0.00%,0.00,0.00
Enabled,[melhor site pra anunciar imóvel],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anunciar venda de imovel""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.43 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anuncie corretor""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[portal de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anuncie imóvel""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,56.59,302,27,8.94%,0.63,17.09,0.00%,0.00,0.00
Enabled,[valor anuncio zap imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,low quality; campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,281.82,11,2,18.18%,1.55,3.10,50.00%,1.00,3.10
Enabled,[zap imoveis anuncio],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,128.50,20,1,5.00%,2.57,2.57,0.00%,0.00,0.00
Enabled,[anúncio corretor],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,"""anúncios imóveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.98 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,76.07,196,19,9.69%,0.78,14.91,10.53%,2.00,7.46
Enabled, +anúncio +imóveis,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.93 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,108.43,"4,172",380,9.11%,1.19,452.36,8.68%,33.00,13.71
Enabled,[anúncios de imóveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,106.76,37,2,5.41%,1.98,3.95,0.00%,0.00,0.00
Enabled,"""anunciar imovel para alugar""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncio +corretor,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,20.31,32,1,3.13%,0.65,0.65,0.00%,0.00,0.00
Enabled,[anunciar olx imóvel],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,64.88,43,2,4.65%,1.40,2.79,0.00%,0.00,0.00
Enabled,[quanto custa para anunciar na zl imóveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[qual o valor para anunciar no zap imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,115.00,8,1,12.50%,0.92,0.92,0.00%,0.00,0.00
Enabled,[anuncie corretor],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[preço anuncio zap imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; low quality; campaign paused,BRL,2.38 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[sites para anuncio de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,"""site para anunciar imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.32 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,25.71,21,1,4.76%,0.54,0.54,0.00%,0.00,0.00
Enabled,como anunciar a venda de imóveis pela internet,Broad match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; below first page bid; campaign paused,BRL,0.25 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[melhor site para anunciar imovel],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.08 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,333.08,13,3,23.08%,1.44,4.33,0.00%,0.00,0.00
Enabled,[sites para anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[como anunciar imóveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,3.53 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,85.99,157,11,7.01%,1.23,13.50,18.18%,2.00,6.75
Enabled,"""sites para anuncio de imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar imóvel no vila real],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anunciar corretor""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,"""melhor site para anunciar imovel""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anúncio corretor""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[anuncio de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.73 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,252.13,207,30,14.49%,1.74,52.19,16.67%,5.00,10.44
Enabled,"""sites para anuncios de imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[como anunciar no trovit imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar um imovel],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,"""onde anunciar venda de imoveis""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anúncio imóvel""",Phrase match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.38 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,96.24,178,16,8.99%,1.07,17.13,43.75%,7.00,2.45
Enabled,[sites de anuncios de imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,2.60 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,196.20,108,12,11.11%,1.77,21.19,0.00%,0.00,0.00
Enabled,[onde anunciar imoveis],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,campaign paused,BRL,3.10 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,102.61,833,84,10.08%,1.02,85.47,7.14%,6.00,14.25
Enabled,[zap imoveis valor do anuncio],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[como anunciar no imovel web],Exact match,SEM_B2B,B2B_Anunciar_Imóveis,Not eligible,rarely served; campaign paused,BRL,2.26 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[viva real valor anúncio],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""viva real valor anúncio""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[vivareal planos imobiliárias],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[planos do viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""plano do viva real 30 anuncios""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""viva real anunciar""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,72.35,102,25,24.51%,0.30,7.38,20.00%,5.00,1.48
Enabled, +anunciar +imobiliária +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""para anunciar no viva real""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +imobiliária +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar o viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anuncios vivareal""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,108.39,274,77,28.10%,0.39,29.70,6.49%,5.00,5.94
Enabled,"""quanto custa para anunciar no vivareal""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,360.00,1,1,100.00%,0.36,0.36,0.00%,0.00,0.00
Enabled,[anuncios vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,65.96,267,75,28.09%,0.23,17.61,8.00%,6.00,2.94
Enabled, +anúncio +imóvel +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +imóveis +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Enabled,[como anunciar no site vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.97 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,114.00,5,4,80.00%,0.14,0.57,0.00%,0.00,0.00
Enabled, +anúncio +corretor +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,144.13,242,117,48.35%,0.30,34.88,14.53%,17.00,2.05
Enabled,"""vivareal imoveis para anunciar""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[vivareal anunciar],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,120.60,182,79,43.41%,0.28,21.95,5.06%,4.00,5.49
Enabled,[anunciar aluguel vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[preço para anunciar no viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anunciar aluguel vivareal""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncios +imobiliária +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""vivareal anuncios""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,74.37,151,34,22.52%,0.33,11.23,23.53%,8.00,1.40
Enabled,[vivareal imoveis para anunciar],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""planos da viva real""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncio +imóveis +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""como anunciar no site vivareal""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anunciar +casa +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[quanto custa anunciar no vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,214.09,149,53,35.57%,0.60,31.90,7.55%,4.00,7.98
Enabled,[vivareal como anunciar],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,132.35,34,20,58.82%,0.23,4.50,5.00%,1.00,4.50
Enabled,[planos de anúncio vivareal],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),https://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncios +corretor +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[como anunciar no viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,184.00,95,57,60.00%,0.31,17.48,15.79%,9.00,1.94
Enabled,[vivareal anunciar imovel],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar viva real imoveis],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncio +imóvel +vivareal,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[quanto custa anunciar viva real imóveis],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anuncie +imobiliária +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[planos no viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.20 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,"""anunciar no vivareal""",Phrase match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,campaign paused,BRL,1.50 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,130.89,135,45,33.33%,0.39,17.67,28.89%,13.00,1.36
Enabled, +anúncio +casa +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,[anunciar lançamento no viva real],Exact match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.72 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncios +imóvel +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled, +anúncio +corretor +viva +real,Broad match,SEM_B2B,B2B.Brand_Anunciar Imóveis,Not eligible,rarely served; campaign paused,BRL,1.29 (enhanced),http://www.vivareal.com.br/anunciar-imoveis/,0,0,0, --,0,0.00,0.00%,0.00,0.00
