Campaign Name,Cost,Cost (Comparison),Clicks,Clicks (Comparison),Interactions,Interactions (Comparison)
sebrbr_gg_pc_bg_ld_ao_wb_re_vr_pf,"R$1,229,227.41",R$0.00,"6,666,576",0,"6,666,576",0
