Campaign Name,Campaign Group Name,Campaign Status,Cost,Conversions,Cost / conv.
sebrbr_gg_pc_bg_ld_ao_wb_re_vr_pf,,Enabled,"R$1,229,227.41","2,284,969.04",R$0.54
sebrexatabr_gg_pc_bg_ld_ao_wb_re_vr_pf,,Enabled,"R$41,112.23","56,359.01",R$0.73
seexbrbr_gg_pc_bg_ld_ao_wb_re_vr_pf,,Paused,"R$12,587.49","45,478.90",R$0.28
