Ad report
"September 24, 2021 - September 16, 2026"
Ad status,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Portrait image ID,Logo ID,Landscape logo ID,Business name,Display Network image ID,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,ad.device_preference,ad.display_url,Path 1,Path 2,Card 1 headline,Card 1 call to action text,Card 1 image ID,Card 1 square image ID,Card 1 portrait image ID,Card 1 final URL,Card 1 final mobile URL,Card 2 headline,Card 2 call to action text,Card 2 image ID,Card 2 square image ID,Card 2 portrait image ID,Card 2 final URL,Card 2 final mobile URL,Card 3 headline,Card 3 call to action text,Card 3 image ID,Card 3 square image ID,Card 3 portrait image ID,Card 3 final URL,Card 3 final mobile URL,Card 4 headline,Card 4 call to action text,Card 4 image ID,Card 4 square image ID,Card 4 portrait image ID,Card 4 final URL,Card 4 final mobile URL,Card 5 headline,Card 5 call to action text,Card 5 image ID,Card 5 square image ID,Card 5 portrait image ID,Card 5 final URL,Card 5 final mobile URL,Card 6 headline,Card 6 call to action text,Card 6 image ID,Card 6 square image ID,Card 6 portrait image ID,Card 6 final URL,Card 6 final mobile URL,Card 7 headline,Card 7 call to action text,Card 7 image ID,Card 7 square image ID,Card 7 portrait image ID,Card 7 final URL,Card 7 final mobile URL,Card 8 headline,Card 8 call to action text,Card 8 image ID,Card 8 square image ID,Card 8 portrait image ID,Card 8 final URL,Card 8 final mobile URL,Card 9 headline,Card 9 call to action text,Card 9 image ID,Card 9 square image ID,Card 9 portrait image ID,Card 9 final URL,Card 9 final mobile URL,Card 10 headline,Card 10 call to action text,Card 10 image ID,Card 10 square image ID,Card 10 portrait image ID,Card 10 final URL,Card 10 final mobile URL,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Status,Status reasons,Ad type,Ad strength,Ad strength improvements,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Video,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Anuncie seus imóveis, --,A maior vitrine do mercado, --,Torne-se mais relevante, --,Planos dos Portais Grupo OLX, --,"Portais Zap, OLX e Viva Real", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Destaque-se da concorrência. Divulgue seus imóveis para a maior audiência do mercado., --,"Saia na Frente. Garanta a exposição ideal para seus imóveis, contrate agora.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --,150780457097; 150835603161; 150788330755; 150780455642; 150788326828,182414224171; 182403815769; 182403831153; 150788328325; 182383338362; 150788322307; 150788329324; 150835604601; 150788311048, --,104020633040, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anúncio 1, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf,PH3A,Not eligible,campaign paused,Demand Gen image ad,Average, --;--,BRL,0,26.97,"667,959","22,855",3.42%,0.79,18012.22, --,968.00,18.61,"72,066.15",0.50%,114.99,156.65
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf&utm_content=mes-consumidor, --, --, --, --, --, --, --, --,Mês do consumidor, --,A maior vitrine do mercado, --,Anuncie seus imóveis, --,Planos dos Portais Grupo OLX, --,"Portais Zap, OLX e Viva Real", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Destaque-se da concorrência. Divulgue seus imóveis para a maior audiência do mercado., --,"Saia na Frente. Garanta a exposição ideal para seus imóveis, contrate agora.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --,"As buscas por imóveis estão em alta, e agora é a hora de colocar seus anúncios nos portais",211877581418; 211909198854,211877581469; 211919805109,211909368360; 211919823331,104020633040, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Mês do Consumidor | 25, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf,PH3A,Not eligible,campaign paused,Demand Gen image ad,Good, --;--;--;--,BRL,0,15.93,"1,269",132,10.40%,0.15,20.22, --,259.00,0.08,"4,687,454.81",0.00%,0.00,0.00
Enabled,http://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf&utm_content=mes-consumidor, --, --, --,Destaque-se da concorrência. Divulgue seus imóveis para a maior audiência do mercado.,"Saia na Frente. Garanta a exposição ideal para seus imóveis, contrate agora.",Zap+ agora é Grupo OLX. Conectamos você com o que importa.,"Seus negócios no centro, isso é Grupo OLX. Anuncie seus imóveis, conheça nossos planos.", --,Mês do consumidor, --,A maior vitrine do mercado, --,Anuncie seus imóveis, --,"Portais Zap, OLX e Viva Real", --,Planos dos Portais Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Destaque-se da concorrência. Divulgue seus imóveis para a maior audiência do mercado., --,"Saia na Frente. Garanta a exposição ideal para seus imóveis, contrate agora.", --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,"As buscas por imóveis estão em alta, e agora é a hora de colocar seus anúncios nos portais", --, --, --,197791677733, --,OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Mês do Consumidor | 25 - Vídeos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenph3a24br_gg_pc_po_pp_ao_wb_re_go_pf,PH3A,Not eligible,campaign paused,Demand Gen video ad,Good,Enter more unique descriptions. Your descriptions are too similar to your long headline.,BRL,0.03,17.25,"13,026","6,938",53.26%,0.03,224.75, --,692.00,0.32,"5,998,007.86",0.13%,9.00,24.97
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BInstitucional%5D+Search+%7C+Leads+%7C+PlanoZAP%2B+%7C+Bras%C3%ADlia, --, --, --, --, --, --, --, --,Plano ZAP+, --,Especialistas em imóveis, --,Maiores Portais Imobiliários, --,Anuncie Seu Imóvel, --,Aumente a sua visibilidade, --,Anuncie nos maiores portais, --,Potencialize suas vendas, --,Otimize a sua gestão, --,Aumente as suas visualizações, --,Capte Mais Clientes, --,Obtenha Mais Propostas, --,Conheça o ZAP+, --,Melhore a sua performance, --,Destaque Seus Imóveis, --,Maior classificado de imóveis, --, --,Aumente a Exposição dos seus Imóveis Anunciando nos Maiores Portais Imobiliários do País., --,Com o Plano Zap+ Você pode Anunciar nos 3 Maiores Portais Imobiliário de uma Única Vez!, --,Conheça os Benefícios do Plano ZAP+ e Aumente a Visibilidade dos Seus Imóveis!, --,Anunciar nos 3 maiores Portais Imobiliários Nunca Foi Tão Fácil. Plano ZAP+, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Institucional] Search | Leads | PlanoZAP+ | Brasília,Empty Seg,Not eligible,campaign paused,Responsive search ad,Excellent,,BRL,0,31.92,"46,472",839,1.81%,1.77,1483.21, --,0.00,0,0.00,10.01%,84.00,17.66
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BInstitucional%5D+Search+%7C+Leads+%7C+PlanoZAP%2B+%7C+Bras%C3%ADlia, --, --, --, --, --, --, --, --,Plano ZAP+, --,Especialistas em imóveis, --,Maiores Portais Imobiliários, --,Anuncie Seu Imóvel, --,Aumente a sua visibilidade, --,Anuncie nos maiores portais, --,Potencialize suas vendas, --,Otimize a sua gestão, --,Aumente as suas visualizações, --,Capte Mais Clientes, --,Obtenha Mais Propostas, --,Conheça o ZAP+, --,Melhore a sua performance, --,Destaque Seus Imóveis, --,Maior classificado de imóveis, --, --,Aumente a Exposição dos seus Imóveis Anunciando nos Maiores Portais Imobiliários do País., --,Com o Plano Zap+ Você Pode Anunciar nos 3 Maiores Portais Imobiliário de Uma Única Vez!, --,Conheça os Benefícios do Plano ZAP+ e Aumente a Visibilidade dos Seus imóveis!, --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil. Plano ZAP+, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Institucional] Search | Leads | PlanoZAP+ | Brasília,Interesses+LAL,Not eligible,campaign paused,Responsive search ad,Good,Try including more keywords in your headlines;Try including more keywords in your descriptions,BRL,0,42.59,"83,650","1,787",2.14%,1.99,3562.72, --,0.00,0,0.00,4.81%,86.00,41.43
Enabled,https://movimento.zapmais.com/conteudos/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,ZAP+-Corretor---300x50.gif, --,movimento.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [DISPLAY] [IMAGENS] Movimento Vai de Corretor - Dezembro,Corretores - anúncio gráfico,Not eligible,campaign ended; campaign paused,Image ad, --, --,BRL,0,9.76,"18,590",189,1.02%,0.96,181.49, --,0.00,0,0.00,21.69%,41.00,4.43
Enabled,https://movimento.zapmais.com/conteudos/, --, --,"Somos apaixonados por mudança, mas uma coisa não muda: a importância dos corretores.", --, --, --, --, --,A Importancia dos Corretores, --,#vaidecorretor, --,Corretores Consultores, --,Zap+ Corretores, --,Zap+ Vai de Corretor, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Dezenas de parceiros conectados para oferecer benefícios que ajudam você a fechar negócios, --,ZAP+ #vaidecorretor: Um movimento para valorizar quem mais valoriza o mercado imobiliário, --,"Juntos, vamos mais longe: investindo em tecnologia, inteligência e inovação", --,Queremos cocriar e trazer soluções inovadoras para quem mais conhece desse mercado, --,Há mais de 20 anos estamos lado a lado com o mercado imobiliário.,19049695860; 19014529520; 19028466875; 19063208733; 19063208739,19014529523; 19028466878; 19063208736; 19063208838, --,17367411307, --,Zap+, --, --, --, --, --, --, --, --, --, --, --, --,true,All formats, --, --,true,true, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [DISPLAY] [IMAGENS] Movimento Vai de Corretor - Dezembro,URL Corretores + cursos+ palavras chave,Not eligible,campaign ended; campaign paused,Responsive display ad,Good,,BRL,0,5.15,"195,075","3,124",1.60%,0.32,1004.03, --,0.00,0,0.00,12.96%,405.00,2.48
Enabled,https://movimento.zapmais.com/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,ZAP+ Corretor - 300x50.gif, --,movimento.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [DISPLAY] [IMAGENS] Movimento Vai de Corretor - Dezembro,Corretores - anúncio gráfico,Not eligible,disapproved; campaign ended; campaign paused,Image ad, --, --,BRL,0,7.35,"33,349",314,0.94%,0.78,245.11, --,0.00,0,0.00,18.15%,57.00,4.30
Paused,https://movimento.zapmais.com/conteudos/, --, --,"Somos apaixonados por mudança, mas uma coisa não muda: a importância dos corretores.", --, --, --, --, --,A Importância dos Corretores, --,#vaidecorretor, --,Corretores Consultores, --,Zap+ Corretores, --,Zap+ Vai de Corretor, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Dezenas de parceiros conectados para oferecer benefícios que ajudam você a fechar negócios, --,ZAP+ #vaidecorretor: Um movimento para valorizar quem mais valoriza o mercado imobiliário, --,"Juntos, vamos mais longe: investindo em tecnologia, inteligência e inovação", --,Queremos cocriar e trazer soluções inovadoras para quem mais conhece desse mercado, --,Há mais de 20 anos estamos lado a lado com o mercado imobiliário.,19049695860; 19014529520; 19028466875; 19063208733; 19063208739,19014529523; 19028466878; 19063208736; 19063208838, --,17367411307, --,Zap+, --, --, --, --, --, --, --, --, --, --, --, --,true,All formats, --, --,true,true, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [DISPLAY] [IMAGENS] Movimento Vai de Corretor - Dezembro,Corretores - anúncio gráfico,Paused,paused; campaign ended; campaign paused,Responsive display ad,Good,,BRL,0,4.58,"1,406,074","22,761",1.62%,0.28,6446.60, --,0.00,0,0.00,3.88%,882.00,7.31
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=Search+%7C+Leads+%7C+PlanoZAP%2B+%7C+Brasil, --, --, --, --, --, --, --, --,Plano ZAP+, --,Especialistas em imóveis, --,Maiores Portais Imobiliários, --,Anuncie Seu Imóvel, --,Aumente a sua visibilidade, --,Anuncie nos maiores portais, --,Potencialize suas vendas, --,Otimize a sua gestão, --,Aumente as suas visualizações, --,Capte Mais Clientes, --,Obtenha Mais Propostas, --,Conheça o ZAP+, --,Melhore a sua performance, --,Destaque Seus Imóveis, --,Maior classificado de imóveis, --, --,Aumente a Exposição dos seus Imóveis Anunciando nos Maiores Portais Imobiliários do País, --,Com o Plano Zap+ Você Pode Anunciar nos 3 Maiores Portais Imobiliário de uma Única Vez, --,Conheça os Benefícios do Plano ZAP+ e Aumente a Visibilidade dos seus Imóveis, --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Search | Leads | PlanoZAP+ | Brasil,Empty Seg,Not eligible,campaign paused,Responsive search ad,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions;Add 6 more sitelinks in your ad,BRL,0,51.14,"449,381","14,679",3.27%,1.57,22983.41, --,0.00,0,0.00,10.74%,"1,577.00",14.57
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=Search+%7C+Leads+%7C+PlanoZAP%2B+%7C+Brasil, --, --, --, --, --, --, --, --,Plano ZAP+, --,Especialistas em imóveis, --,Maiores Portais Imobiliários, --,Anuncie Seu Imóvel, --,Aumente a sua visibilidade, --,Anuncie nos maiores portais, --,Potencialize suas vendas, --,Otimize a sua gestão, --,Aumente as suas visualizações, --,Capte Mais Clientes, --,Obtenha Mais Propostas, --,Conheça o ZAP+, --,Melhore a sua performance, --,Destaque Seus Imóveis, --,Maior classificado de imóveis, --, --,Aumente a Exposição dos seus Imóveis Anunciando nos Maiores Portais Imobiliários do País., --,Com o Plano Zap+ Você pode Anunciar nos 3 Maiores Portais Imobiliário de uma Única Vez!, --,Conheça os Benefícios do Plano ZAP+ e Aumente a Visibilidade dos Seus Imóveis!, --,Anunciar nos 3 maiores portais imobiliários nunca foi tão fácil. Plano ZAP+, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Search | Leads | PlanoZAP+ | Brasil,Interesses+LAL,Not eligible,disapproved; ad group paused; campaign paused,Responsive search ad,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions;Add 6 more sitelinks in your ad,BRL,0,37.71,"211,772","6,110",2.89%,1.31,7985.22, --,0.00,0,0.00,10.02%,612.00,13.05
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX. Anuncie agora.,Saia na Frente. Garanta a exposição ideal para seus imóveis na melhor época para anunciar.,"Destaque-se no mercado imobiliário, anuncie para mais de 100 milhões de visitas por mês.",Aproveite já pra se destacar no mercado imobiliário. Anuncie com os portais do Grupo OLX., --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --, --,197791677733, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vídeos KV 1 e 2, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,Melhor Época 26,Not eligible,ad group paused; campaign paused,Demand Gen video ad,Excellent,,BRL,0.01,6.33,"382,023","166,908",43.69%,0.01,2418.13, --,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX. Anuncie agora.,Saia na Frente. Garanta a exposição ideal para seus imóveis na melhor época para anunciar.,"Destaque-se no mercado imobiliário, anuncie para mais de 100 milhões de visitas por mês.",Aproveite já pra se destacar no mercado imobiliário. Anuncie com os portais do Grupo OLX., --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --, --,197791677733, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vídeos KV A (Imagem + All Type), --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,AON | Criativos Fev.26,Not eligible,campaign paused,Demand Gen video ad,Excellent,,BRL,0.05,12.11,"3,600","1,152",32.00%,0.04,43.60, --,1.00,43.60,0.02,0.09%,1.00,43.60
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX. Anuncie agora.,Saia na Frente. Garanta a exposição ideal para seus imóveis na melhor época para anunciar.,"Destaque-se no mercado imobiliário, anuncie para mais de 100 milhões de visitas por mês.",Aproveite já pra se destacar no mercado imobiliário. Anuncie com os portais do Grupo OLX., --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --, --,197791677733, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vídeos KV B (Imagem + All Type), --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,AON | Criativos Fev.26,Not eligible,campaign paused,Demand Gen video ad,Excellent,,BRL,0.04,12.82,"4,733","1,811",38.26%,0.03,60.69, --,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX. Anuncie agora.,Saia na Frente. Garanta a exposição ideal para seus imóveis na melhor época para anunciar.,"Destaque-se no mercado imobiliário, anuncie para mais de 100 milhões de visitas por mês.",Aproveite já pra se destacar no mercado imobiliário. Anuncie com os portais do Grupo OLX., --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --, --,197791677733, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vídeos KV 5 e 6, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,Melhor Época 26,Not eligible,ad group paused; campaign paused,Demand Gen video ad,Excellent,,BRL,0.02,9.83,"151,769","72,303",47.64%,0.02,1491.74, --,3.00,497.25,0.00,0.00%,3.00,497.25
