Ad report
"September 24, 2021 - September 16, 2026"
Ad status,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Portrait image ID,Logo ID,Landscape logo ID,Business name,Display Network image ID,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,ad.device_preference,ad.display_url,Path 1,Path 2,Card 1 headline,Card 1 call to action text,Card 1 image ID,Card 1 square image ID,Card 1 portrait image ID,Card 1 final URL,Card 1 final mobile URL,Card 2 headline,Card 2 call to action text,Card 2 image ID,Card 2 square image ID,Card 2 portrait image ID,Card 2 final URL,Card 2 final mobile URL,Card 3 headline,Card 3 call to action text,Card 3 image ID,Card 3 square image ID,Card 3 portrait image ID,Card 3 final URL,Card 3 final mobile URL,Card 4 headline,Card 4 call to action text,Card 4 image ID,Card 4 square image ID,Card 4 portrait image ID,Card 4 final URL,Card 4 final mobile URL,Card 5 headline,Card 5 call to action text,Card 5 image ID,Card 5 square image ID,Card 5 portrait image ID,Card 5 final URL,Card 5 final mobile URL,Card 6 headline,Card 6 call to action text,Card 6 image ID,Card 6 square image ID,Card 6 portrait image ID,Card 6 final URL,Card 6 final mobile URL,Card 7 headline,Card 7 call to action text,Card 7 image ID,Card 7 square image ID,Card 7 portrait image ID,Card 7 final URL,Card 7 final mobile URL,Card 8 headline,Card 8 call to action text,Card 8 image ID,Card 8 square image ID,Card 8 portrait image ID,Card 8 final URL,Card 8 final mobile URL,Card 9 headline,Card 9 call to action text,Card 9 image ID,Card 9 square image ID,Card 9 portrait image ID,Card 9 final URL,Card 9 final mobile URL,Card 10 headline,Card 10 call to action text,Card 10 image ID,Card 10 square image ID,Card 10 portrait image ID,Card 10 final URL,Card 10 final mobile URL,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Status,Status reasons,Ad type,Ad strength,Ad strength improvements,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Video,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_content=anunciar&utm_campaign=senboffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Conheça Nossos Planos, --,Portais Grupo OLX, --,Especialistas em imóveis, --,Maiores Portais Imobiliários, --,Anuncie seu Imóvel, --,Aumente a sua Visibilidade, --,Anuncie nos maiores portais, --,Potencialize suas vendas, --,Otimize a sua Gestão, --,Aumente as suas Visualizações, --,Capte Mais Lead, --,Saia na Frente da Concorrência, --,Melhore a sua Performance, --,Destaque seus Imóveis, --,Maior Classificado de Imóveis, --, --,Aumente a Exposição dos seus Imóveis Anunciando nos Maiores Portais Imobiliários do País., --,"Mais de 100 milhões de visualizações nos portais OLX, Zap e Viva Real.", --,Mais de 30 milhões de usuários por mês nos portais do Grupo OLX., --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf,Anunciar,Not eligible,campaign paused,Responsive search ad,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions,BRL,0,36.35,574,4,0.70%,5.22,20.86, --,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://movimento.zapmais.com/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Saiba mais, --, --, --, --, --,Vai de Corretor,17369679229, --, --, --, --, --, --, --, --, --,Vídeo Corretor, --,movimento.zapmais.com/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [VIDEO VIEW] [YOUTUBE] [B2B],Vídeo Personalizado – 2021-09-28,Not eligible,disapproved; campaign paused,Skippable in-stream ad, --, --,BRL,0.07,19.95,"1,722,667","1,043,643",60.58%,0.03,34361.29,https://www.youtube.com/watch?v=sXFJRuE1m58,0.00,0,0.00,0.01%,59.00,582.39
Enabled,https://www.zapimoveis.com.br/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Saiba mais, --, --, --, --, --,#VaideCorretor,17772986040, --, --, --, --, --, --, --, --, --,Vídeo B2B, --,www.zapimoveis.com.br/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [VIDEO VIEW] [YOUTUBE] [B2C],Vídeo Personalizado – 2021-09-28,Not eligible,campaign paused,Skippable in-stream ad, --, --,BRL,0.16,17.14,"285,346","114,040",39.97%,0.04,4890.23,https://www.youtube.com/watch?v=4UTI9c0kcr4,0.00,0,0.00,0.01%,17.00,287.66
Enabled,https://movimento.zapmais.com/conteudos/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Saiba mais, --, --, --, --, --,#vaidecorretor,19029203531, --, --, --, --, --, --, --, --, --,Anúncio #1, --,movimento.zapmais.com/conteudos/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [VIDEO VIEW] [YOUTUBE] Movimento Vai de Corretor - Dezembro,Vídeo Personalizado,Not eligible,campaign ended; campaign paused,Skippable in-stream ad, --, --,BRL,0.03,28.08,"1,924","1,725",89.66%,0.03,54.02,https://www.youtube.com/watch?v=k-0I0oLMPc0,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://movimento.zapmais.com/datazap-tendencias-moradia/, --, --, --, --, --, --, --, --,Mercado imobiliário ZAP+, --,Estudo de mercado imobiliário, --,Valorização de imóvel, --,Setor imobiliário, --,Estudo Exclusivo, --,Datazap+, --,Pesquisa de mercado, --,Conteúdo Rico, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estudo ZAP+, --,Conheça as Tendências de moradia no mercado iobiliário, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Leads teste de formulário,Grupo de anúncios 1,Not eligible,campaign paused,Responsive search ad,Poor,Try including more keywords in your headlines;Try including more keywords in your descriptions;Add 6 more sitelinks in your ad,BRL,0,46.62,"2,096",41,1.96%,2.38,97.71, --,0.00,0,0.00,31.71%,13.00,7.52
Enabled,https://movimento.zapmais.com/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Saiba mais, --, --, --, --, --,Vai de Corretor,19063759254, --, --, --, --, --, --, --, --, --,Vídeo Corretor, --,movimento.zapmais.com/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [VIDEO VIEW] [YOUTUBE] Movimento Vai de Corretor - Dezembro,Vídeo Personalizado,Not eligible,disapproved; campaign ended; campaign paused,Skippable in-stream ad, --, --,BRL,0.04,15.16,"407,318","226,290",55.56%,0.03,6174.90,https://www.youtube.com/watch?v=sxgoym0PT-M,0.00,0,0.00,0.01%,13.00,474.99
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BLeads+-+Display%5D+Plano+Zap+%2B+Bras%C3%ADlia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Zap + gif 4, --,conteudo.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Leads - Display] Plano Zap + Brasília,Público de Interesses,Not eligible,campaign paused,Image ad, --, --,BRL,0,257.20,"1,633",63,3.86%,6.67,420.00, --,0.00,0,0.00,19.05%,12.00,35.00
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BLeads+-+Display%5D+Plano+Zap+%2B+Bras%C3%ADlia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Zap + gif 5, --,conteudo.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Leads - Display] Plano Zap + Brasília,Público de Interesses,Not eligible,campaign paused,Image ad, --, --,BRL,0,0.00,"2,653",6,0.23%,0.00,0.00, --,0.00,0,0,0.00%,0.00,0.00
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BLeads+-+Display%5D+Plano+Zap+%2B+Bras%C3%ADlia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Zap + Gif 3, --,conteudo.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Leads - Display] Plano Zap + Brasília,Público de Interesses,Not eligible,campaign paused,Image ad, --, --,BRL,0,17.61,"1,987",7,0.35%,5.00,35.00, --,0.00,0,0.00,14.29%,1.00,35.00
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BLeads+-+Display%5D+Plano+Zap+%2B+Bras%C3%ADlia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Zap + gif 1, --,conteudo.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Leads - Display] Plano Zap + Brasília,Público de Interesses,Not eligible,campaign paused,Image ad, --, --,BRL,0,141.14,"11,903",138,1.16%,12.17,1680.00, --,0.00,0,0.00,34.78%,48.00,35.00
Enabled,https://conteudo.zapmais.com/plano-zapmais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BLeads+-+Display%5D+Plano+Zap+%2B+Bras%C3%ADlia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Zap + Gif 2, --,conteudo.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[Leads - Display] Plano Zap + Brasília,Público de Interesses,Not eligible,campaign paused,Image ad, --, --,BRL,0,86.67,"25,038",169,0.67%,12.84,2170.00, --,0.00,0,0.00,36.69%,62.00,35.00
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_content=anunciar&utm_campaign=senboffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Black Friday Grupo OLX, --,Maiores portais imobiliários, --,"OLX, Zap e Viva Real", --,Até 20% de desconto, --,O dobro de destaque, --,Garanta sua oferta agora, --,"Mais leads, mais negócios", --,Saia na frente da concorrência, --,Anuncie no topo dos portais, --,Aumente as suas Visualizações, --,Capte Mais Lead, --,Planos para Anunciar, --,Melhore a sua Performance, --,Destaque seus Imóveis, --,Maior Classificado de Imóveis, --, --,Confira as ofertas da Black Friday e anuncie nos 3 maiores portais do mercado imobiliário., --,Até 20% Off mais o dobro de destaque por 30 dias. Aproveite a Black Friday., --,"Mais de 100 milhões de visualizações nos portais OLX, Zap e Viva Real.", --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffbr_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Excellent,,BRL,0,251.68,"1,445",164,11.35%,2.22,363.68, --,0.00,0,0.00,1.83%,3.00,121.23
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=Institucional+Search+Leads, --, --, --, --, --, --, --, --,Plano Zap+, --,Novos planos com desconto, --,Especial mês do corretor, --,Até 20% off para anunciar, --,Conheça os nossos planos, --,Diversos benefícios, --,Conheça o Zap+, --,Destaque seus Imóveis, --,Dobro de destaque por 30 Dias, --,Anuncie seus Imóveis, --,Mês do Corretor com Descontos, --, --, --, --, --, --, --, --, --, --,Oferta especial do Mês do Corretor: planos dos portais Zap+ com desconto. Corra., --,O multiverso dos corretores tem um universo de oportunidades. Aproveite os benefícios., --,Oferta por tempo limitado! Destaque seus imóveis para 100 milhões de pessoas., --,Benefícios e preço especial para anunciar nos 3 maiores portais de imóveis do Brasil., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffsp_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Pending,,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_campaign=sebroffbr_gg_se_po_pp_ao_wb_re_go_pf&utm_content=mes-consumidor, --, --, --, --, --, --, --, --,Mês do Consumidor, --,Plano Grupo OLX, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Portais Grupo OLX, --,Alavanque seus negócios, --,Anuncie seus imóveis, --,Divulgue seu portfólio, --,Milhões de potenciais clientes, --,Seus imóveis em evidência, --,Saia na frente da concorrência, --,Escolha seu plano, --,Melhore a sua performance, --,Aproveite o mês do consumidor, --,Plano Zap+ Agora é Grupo OLX, --, --,Turbine o potencial dos seus imóveis. Anuncie para mais de 30 milhões de pessoas por mês, --,Aproveite o mês do consumidor e comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffsp_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Pending,,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=sebroffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Portais Grupo OLX, --,Plano Grupo OLX, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Anuncie nos 3 maiores portais, --,Alavanque seus negócios, --,Seu negócio vai voar, --,Divulgue seu portfólio, --, +40 milhões usuários mensais, --,Visibilidade que gera negócio, --,Mais performance na operação, --,Escolha seu plano, --,Melhore a sua performance, --,Plano profissional Zap, --,Plano Zap+ Agora é Grupo OLX, --, --,Anuncie para +40 milhões de usuários mensais e acelere as vendas do seu portfólio., --,Anuncie para milhões de potenciais clientes. Comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffbr_gg_se_po_pp_ao_wb_re_go_pf,Brand,Eligible,,Responsive search ad,Good,Try including more keywords in your headlines;Add 5 more sitelinks in your ad,BRL,0,190.74,"2,738,496","218,494",7.98%,2.39,522332.98, --,0.00,0,0.00,4.45%,"9,712.28",53.78
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=sebroffsp_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Portais Grupo OLX, --,Plano Grupo OLX, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Anuncie nos 3 maiores portais, --,Alavanque seus negócios, --,Seu negócio vai voar, --,Divulgue seu portfólio, --, +40 milhões usuários mensais, --,Visibilidade que gera negócio, --,Mais performance na operação, --,Escolha seu plano, --,Melhore a sua performance, --,Plano profissional Zap, --,Plano Zap+ Agora é Grupo OLX, --, --,Anuncie para +40 milhões de usuários mensais e acelere as vendas do seu portfólio., --,Anuncie para milhões de potenciais clientes. Comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffsp_gg_se_po_pp_ao_wb_re_go_pf,Brand,Eligible,,Responsive search ad,Good,Try including more keywords in your headlines;Add 6 more sitelinks in your ad,BRL,0,285.82,"193,858","15,412",7.95%,3.60,55409.28, --,0.00,0,0.00,3.40%,523.76,105.79
Enabled,https://conteudo.zapmais.com/zapmaisfin/?utm_source=google&utm_medium=cpc&utm_campaign=Search+%7C+Leads+%7C+Zap%2BFin, --, --, --, --, --, --, --, --,ZAP+ Fin, --,Obtenha Crédito Imobiliário, --,Financiamento Imobiliário, --,Crédito Imobiliário Facilitado, --,Aumente a sua visibilidade, --,Conheça o Zap+ Fin, --,Potencialize suas negociações, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Com o ZAP+Fin, seu cliente pode ter o crédito imobiliário facilitado.", --,"Conheça a ZAP+Fin, a plataforma que facilita a obtenção do crédito imobiliário", --,Um jeito mais prático e fácil de obtenção de crédito para o seu cliente., --,Um Serviço Confiável e Seguro de Financiamento Imobiliário Digital, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,zapmaisfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Search | Leads | Zap+Fin,Interesses+LAL,Not eligible,campaign paused,Responsive search ad,Poor,Try including more keywords in your headlines;Add 6 more sitelinks in your ad,BRL,0,103.73,"6,294",248,3.94%,2.63,652.85, --,0.00,0,0.00,15.73%,39.00,16.74
Enabled,https://conteudo.zapmais.com/zapmaisfin/?utm_source=google&utm_medium=cpc&utm_campaign=Search+%7C+Leads+%7C+Zap%2BFin, --, --, --, --, --, --, --, --,ZAP+ Fin, --,Obtenha Crédito Imobiliário, --,Financiamento Imobiliário, --,Crédito Imobiliário Facilitado, --,Conheça o Zap+ Fin, --,Fale Com A Gente, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Com o ZAP+Fin, seu cliente pode ter o crédito imobiliário facilitado.", --,"Conheça a ZAP+Fin, a plataforma que facilita a obtenção do crédito imobiliário", --,Um jeito mais prático e fácil de obtenção de crédito para o seu cliente., --,Um Serviço Confiável e Seguro de Financiamento Imobiliário Digital, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,zapmaisfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Search | Leads | Zap+Fin,Empty Seg,Not eligible,campaign paused,Responsive search ad,Poor,Try including more keywords in your headlines;Try adding a few more unique headlines or unpinning some assets;Add 6 more sitelinks in your ad,BRL,0,79.63,"19,851",655,3.30%,2.41,1580.82, --,0.00,0,0.00,10.69%,70.00,22.58
Enabled,https://movimento.zapmais.com/datazap-tendencias-curitiba22/?utm_source=google&utm_medium=cpc&utm_campaign=Display+Tend%C3%AAncias+de+Moradia+CURITIBA, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,ZAP+-Corretor---300x600.gif, --,movimento.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Display | Tendências de Moradia - CURITIBA,Ad group 1,Not eligible,campaign paused,Image ad, --, --,BRL,0,16.51,"38,094",273,0.72%,2.30,628.88, --,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://movimento.zapmais.com/datazap-tendencias-curitiba22/?utm_source=google&utm_medium=cpc&utm_campaign=Display+Tend%C3%AAncias+de+Moradia+CURITIBA, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,ZAP+-Corretor---300x100.gif, --,movimento.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Display | Tendências de Moradia - CURITIBA,Ad group 1,Not eligible,campaign paused,Image ad, --, --,BRL,0,3.55,"11,641",59,0.51%,0.70,41.32, --,0.00,0,0.00,0.00%,0.00,0.00
