Search keyword report
"May 16, 2025 - September 16, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Final URL,Impr.,Interactions,Interaction rate,Currency code,Avg. cost,Cost,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Enabled,Casa para alugar em indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,"7,825","2,028",25.92%,BRL,0.37,744.09,"2,028",9.76%,197.88,0.37,3.76
Enabled,apartamento para alugar em indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,"2,208",648,29.35%,BRL,0.36,235.29,648,8.97%,58.13,0.36,4.05
Enabled,aluguel de apartamento indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,322,69,21.43%,BRL,0.41,28.53,69,10.32%,7.12,0.41,4.01
Enabled,casa para alugar em condomínio sorocaba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Casa Sorocaba,Eligible,,,"5,190","1,220",23.51%,BRL,0.28,343.49,"1,220",6.51%,79.42,0.28,4.32
Enabled,casa térrea para alugar sorocaba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Casa Sorocaba,Eligible,,,"1,146",204,17.80%,BRL,0.28,57.81,204,9.67%,19.73,0.28,2.93
Enabled,Casas para alugar indaiatuba centro,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,53,15,28.30%,BRL,0.26,3.85,15,21.92%,3.29,0.26,1.17
Enabled,aluguel barato em indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,23,2,8.70%,BRL,0.19,0.38,2,0.00%,0.00,0.19,0.00
Enabled,casas para alugar em sorocaba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Casa Sorocaba,Eligible,,,"17,228","3,669",21.30%,BRL,0.33,1224.81,"3,669",9.75%,357.75,0.33,3.42
Enabled,apartamentos para alugar indaiatuba centro,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,2,0,0.00%,BRL,0,0.00,0,0.00%,0.00,0,0.00
Enabled,Casa indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,"9,020","1,863",20.65%,BRL,0.35,645.45,"1,863",7.31%,136.20,0.35,4.74
Enabled,aluguel em Campinas,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Apto Campinas,Eligible,,,"25,255","5,942",23.53%,BRL,0.32,1892.88,"5,942",7.76%,461.24,0.32,4.10
Enabled,imobiliaria em indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,"6,086",657,10.80%,BRL,0.60,394.97,657,20.40%,134.01,0.60,2.95
Enabled,kitnet para alugar indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,"3,388",578,17.06%,BRL,0.44,255.15,578,14.39%,83.18,0.44,3.07
Enabled,aluguel casa com quintal sorocaba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Casa Sorocaba,Eligible,,,409,79,19.32%,BRL,0.36,28.20,79,11.75%,9.28,0.36,3.04
Enabled,apartamento locação Campinas,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Apto Campinas,Eligible,,,"1,291",300,23.24%,BRL,0.35,105.82,300,4.83%,14.48,0.35,7.31
Enabled,casa com edicula indaiatuba,Broad match,senbaluguelsp_gg_pc_bg_ld_ao_wb_re_vr_pf,Indaiatuba,Eligible,,,285,48,16.84%,BRL,0.32,15.60,48,7.29%,3.50,0.32,4.46
 --,,Total: All but removed keywords, --, --, --,,,"5,238,990","1,060,363",20.24%,BRL,0.32,340157.58,"1,060,363",8.17%,"86,635.33",0.32,3.93
,,Total: Keywords in your account,,,,,,"5,238,990","1,060,363",20.24%,BRL,0.32,340157.58,"1,060,363",8.17%,"86,635.33",0.32,3.93
,,Total: Your keywords,,,,,,"5,239,077","1,060,382",20.24%,BRL,0.32,340163.66,"1,060,382",8.17%,"86,635.33",0.32,3.93
,,Total: AI Max expanded matches,,,,,,0,0, --,BRL,0,0.00,0,0.00%,0.00,0,0.00
,,Total: AI Max landing page matches,,,,,,"455,602","60,113",13.19%,BRL,0.27,16495.68,"60,113",5.68%,"3,414.55",0.27,4.83
,,Total: URL inclusions in your account,,,,,,"18,539,184","2,797,883",15.09%,BRL,0.23,632800.52,"2,797,883",13.84%,"387,241.29",0.23,1.63
,,Total: Account,,,,,,"46,826,603","9,280,909",19.82%,BRL,0.26,2385044.95,"8,589,991",8.84%,"820,210.21",0.28,2.91
,,Total: Performance Max,,,,,,"22,592,740","5,362,531",23.74%,BRL,0.26,1395585.09,"4,671,613",6.39%,"342,919.05",0.30,4.07
,,Total: Search,,,,,,"24,233,863","3,918,378",16.17%,BRL,0.25,989459.86,"3,918,378",12.18%,"477,291.16",0.25,2.07
